,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
17,"June 5, 2019 - June 7, 2019",Stamatia Williams,Joe Wilson,R,SC-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021536.pdf,130
18,"June 5, 2019 - June 7, 2019",Michael Brooks,Roger Marshall,R,KS-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021537.pdf,130
19,"June 5, 2019 - June 7, 2019",Brittany Yanick,Ken Buck,R,CO-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021539.pdf,130
20,"June 5, 2019 - June 7, 2019",Bryan Nichols,Sam Graves,R,MO-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021540.pdf,130
21,"June 5, 2019 - June 7, 2019",Emma Thomson,Michael C. Burgess,R,TX-26,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021541.pdf,130
22,"June 5, 2019 - June 7, 2019",Christopher Sweet,Mario Diaz-Balart,R,FL-25,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021542.pdf,130
23,"June 5, 2019 - June 7, 2019",Jeffrey Kratz,Don Bacon,R,NE-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021543.pdf,130
24,"June 5, 2019 - June 7, 2019",Danielle Jensen,Don Bacon,R,NE-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021544.pdf,130
25,"June 5, 2019 - June 7, 2019",Zachary Dooley,Tim Burchett,R,TN-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021545.pdf,130
26,"June 5, 2019 - June 7, 2019",Dennis Nalls,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021546.pdf,130
27,"June 5, 2019 - June 7, 2019",Charles Morrison,Mike Gallagher,R,WI-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021547.pdf,130
28,"June 5, 2019 - June 7, 2019",Ann Minkler,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021548.pdf,130
29,"June 5, 2019 - June 7, 2019",Benjamin Elleson,Billy Long,R,MO-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021549.pdf,130
30,"June 5, 2019 - June 7, 2019",David Simons,Andy Barr,R,KY-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021550.pdf,130
31,"June 5, 2019 - June 7, 2019",Geoffrey Green,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021551.pdf,130
32,"June 5, 2019 - June 7, 2019",Rachel Huggins,Michael C. Burgess,R,TX-26,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021552.pdf,130
33,"June 5, 2019 - June 7, 2019",Jim Joice,Steven Watkins,R,KS-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021553.pdf,130
34,"June 5, 2019 - June 7, 2019",Janae Frazier,Mark Walker,R,NC-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021554.pdf,130
35,"June 5, 2019 - June 7, 2019",Blair Rotert,Ron Wright,R,TX-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021555.pdf,130
36,"June 5, 2019 - June 7, 2019",Cole Staudt,Brian Fitzpatrick,R,PA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021556.pdf,130
37,"June 5, 2019 - June 7, 2019",Joseph Knowles,Brian Fitzpatrick,R,PA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021557.pdf,130
38,"June 5, 2019 - June 7, 2019",Julie Devine,Sam Graves,R,MO-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021558.pdf,130
39,"June 5, 2019 - June 7, 2019",Christopher Buki,David McKinley,R,WV-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021559.pdf,130
40,"June 5, 2019 - June 7, 2019",Jennifer Loraine,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021560.pdf,130
41,"June 5, 2019 - June 7, 2019",Caralee Conklin,Trent Kelly,R,MS-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021561.pdf,130
42,"June 5, 2019 - June 7, 2019",Grace Hilliard,Mark Walker,R,NC-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021562.pdf,130
43,"June 5, 2019 - June 7, 2019",John Leganski,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021564.pdf,130
44,"June 5, 2019 - June 7, 2019",Katherine Sears,Dave Joyce,R,OH-14,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021565.pdf,130
45,"June 5, 2019 - June 7, 2019",Scott Rausch,Alex Mooney,R,WV-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021567.pdf,130
46,"June 5, 2019 - June 7, 2019",Colleen Kennedy,Steven Palazzo,R,MS-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021568.pdf,130
47,"June 5, 2019 - June 7, 2019",Courtney Stevens,Steven Palazzo,R,MS-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021569.pdf,130
48,"June 5, 2019 - June 7, 2019",Andrew Eisenberger,Mike Kelly,R,PA-16,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021570.pdf,130
49,"June 5, 2019 - June 7, 2019",Amanda Hyman,David McKinley,R,WV-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021571.pdf,130
0,"June 5, 2019 - June 7, 2019",Chris McNamee,Phil Roe,R,TN-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021572.pdf,131
1,"June 5, 2019 - June 7, 2019",Meredith Blanford,Markwayne Mullin,R,OK-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021573.pdf,131
2,"June 5, 2019 - June 7, 2019",Chase Jennings,Ted Budd,R,NC-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021574.pdf,131
3,"June 5, 2019 - June 7, 2019",Nicole Hager,"Rogers, Mike",,MI,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021575.pdf,131
4,"June 5, 2019 - June 7, 2019",Alan Feyerherm,Jeff Fortenberry,R,NE-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021576.pdf,131
5,"June 5, 2019 - June 7, 2019",Brandon VerVelde,Kelly Armstrong,R,ND-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021577.pdf,131
6,"June 5, 2019 - June 7, 2019",Ellen Gosnell,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021578.pdf,131
7,"June 5, 2019 - June 7, 2019",Jacob Hilkin,Ralph Norman,R,SC-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021580.pdf,131
8,"June 5, 2019 - June 7, 2019",Andrew Neill,Russ Fulcher,R,ID-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021581.pdf,131
9,"June 5, 2019 - June 7, 2019",Andre Castro,Bill Flores,R,TX-17,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021582.pdf,131
10,"June 5, 2019 - June 7, 2019",Robert Pillow,Michael Guest,R,MS-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021583.pdf,131
11,"June 5, 2019 - June 7, 2019",Walker Barrett,Michael Waltz,R,FL-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021811.pdf,131
12,"June 5, 2019 - June 7, 2019",Reginald Darby,Greg Steube,R,FL-17,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021584.pdf,131
13,"June 5, 2019 - June 7, 2019",Ryan McCormack,Sean Duffy,R,WI-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021586.pdf,131
14,"June 5, 2019 - June 7, 2019",Mikayla Hall,Robert E. Latta,R,OH-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021587.pdf,131
15,"June 5, 2019 - June 7, 2019",Rachel Stephens,John Ratcliffe,R,TX-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021588.pdf,131
16,"June 5, 2019 - June 7, 2019",Ryan Walker,Mark Walker,R,NC-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021589.pdf,131
17,"June 5, 2019 - June 7, 2019",Emily Michael,Morgan Griffith,R,VA-9,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021590.pdf,131
18,"June 5, 2019 - June 7, 2019",Andrew Hansen,Larry Bucshon,R,IN-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021591.pdf,131
19,"June 5, 2019 - June 7, 2019",Katie Thompson,Will Hurd,R,TX-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021592.pdf,131
20,"June 5, 2019 - June 7, 2019",David Russell,John Moolenaar,R,MI-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021593.pdf,131
21,"June 5, 2019 - June 7, 2019",Jayson Schimmenti,John Moolenaar,R,MI-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021594.pdf,131
22,"June 5, 2019 - June 7, 2019",Summer Robertson,Gus Bilirakis,R,FL-12,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021595.pdf,131
23,"June 5, 2019 - June 7, 2019",Anna Vetter,Van Taylor,R,TX-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021596.pdf,131
24,"June 5, 2019 - June 6, 2019",Amy Surber,Jim Banks,R,IN-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021603.pdf,131
25,"June 5, 2019 - June 6, 2019",Cameron Madsen,Chris Stewart,R,UT-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021615.pdf,131
26,"June 5, 2019 - June 6, 2019",William Hughes,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021411.pdf,131
27,"June 5, 2019 - June 6, 2019",Curtis Rhyne,George Holding,R,NC-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021417.pdf,131
28,"June 5, 2019 - June 6, 2019",Michael Taggart,Cathy McMorris Rodgers,R,WA-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021566.pdf,131
29,"June 5, 2019 - June 6, 2019",Alex Vargo,Ted Budd,R,NC-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021585.pdf,131
30,"May 27, 2019 - June 3, 2019",Doug Lamborn,Doug Lamborn,R,CO-5,"Prague, Czech Republic",Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Rockefeller Brothers Fund;,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021386.pdf,131
31,"May 26, 2019 - June 3, 2019",Erin O'Quinn,Kim Schrier,D,WA-8,"Ilha de Mozambique, Mozambique",Cooperative for Assistance and Relief Everywhere; Bill and Melinda Gates Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021497.pdf,131
32,"May 26, 2019 - June 3, 2019",Erin O'Quinn,Kim Schrier,D,WA-8,"Maputo, Mozambique",Cooperative for Assistance and Relief Everywhere; Bill and Melinda Gates Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021497.pdf,131
33,"May 26, 2019 - June 3, 2019",Erin O'Quinn,Kim Schrier,D,WA-8,"Nampula, Mozambique",Cooperative for Assistance and Relief Everywhere; Bill and Melinda Gates Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021497.pdf,131
34,"May 24, 2019 - June 2, 2019",David E. Price,David E. Price,D,NC-4,"Prague, Czech Republic",Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Rockefeller Brothers Fund;,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021384.pdf,131
35,"May 27, 2019 - June 2, 2019",Donald S. Beyer,Donald Beyer,D,VA-8,"Prague, Czech Republic",Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Rockefeller Brothers Fund;,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021385.pdf,131
36,"May 27, 2019 - June 2, 2019",Andy Harris,Andy Harris,R,MD-1,"Prague, Czech Republic",Aspen Institute; Carnegie Corportation of New York; Henry Luce Foundation; Democracy Fund; Rockefell,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021399.pdf,131
37,"May 29, 2019 - June 2, 2019",Svetlana Matt,Jerry McNerney,D,CA-9,"San Francisco, CA",Software.org,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021863.pdf,131
38,"May 25, 2019 - June 2, 2019",Michael Grider,Tim Burchett,R,TN-2,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021666.pdf,131
39,"May 25, 2019 - June 2, 2019",Michael Grider,Tim Burchett,R,TN-2,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021666.pdf,131
40,"May 25, 2019 - June 2, 2019",Michael Grider,Tim Burchett,R,TN-2,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021666.pdf,131
41,"May 27, 2019 - June 2, 2019",Jeff Fortenberry,Jeff Fortenberry,R,NE-1,"Prague, Czech Republic",Aspen Institute; Carnegie Corportation of New York; Henry Luce Foundation; Democracy Fund; Rockefell,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021472.pdf,131
42,"May 25, 2019 - June 2, 2019",Eric Amidon,Lee Zeldin,R,NY-1,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021473.pdf,131
43,"May 25, 2019 - June 2, 2019",Eric Amidon,Lee Zeldin,R,NY-1,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021473.pdf,131
44,"May 25, 2019 - June 2, 2019",Eric Amidon,Lee Zeldin,R,NY-1,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021473.pdf,131
45,"May 27, 2019 - June 2, 2019",David B. McKinley,David McKinley,R,WV-1,"Prague, Czech Republic",Aspen Institute; Carnegie Corporation of New York; Henry Luce Foundation; Rockefeller Brothers Fund;,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021483.pdf,131
46,"May 25, 2019 - June 2, 2019",Clay White,Chris Stewart,R,UT-2,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021486.pdf,131
47,"May 25, 2019 - June 2, 2019",Clay White,Chris Stewart,R,UT-2,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021486.pdf,131
48,"May 25, 2019 - June 2, 2019",Clay White,Chris Stewart,R,UT-2,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021486.pdf,131
49,"May 25, 2019 - June 2, 2019",Kyle Robertson,Greg Pence,R,IN-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021487.pdf,131
0,"May 25, 2019 - June 2, 2019",Kyle Robertson,Greg Pence,R,IN-6,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021487.pdf,132
1,"May 25, 2019 - June 2, 2019",Kyle Robertson,Greg Pence,R,IN-6,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021487.pdf,132
2,"May 25, 2019 - June 2, 2019",Kathryn Sorenson,Elaine Luria,D,VA-2,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021488.pdf,132
3,"May 25, 2019 - June 2, 2019",Kathryn Sorenson,Elaine Luria,D,VA-2,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021488.pdf,132
4,"May 25, 2019 - June 2, 2019",Kathryn Sorenson,Elaine Luria,D,VA-2,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021488.pdf,132
5,"May 25, 2019 - June 2, 2019",Lindsay Ryan,John Moolenaar,R,MI-4,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021489.pdf,132
6,"May 25, 2019 - June 2, 2019",Lindsay Ryan,John Moolenaar,R,MI-4,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021489.pdf,132
7,"May 25, 2019 - June 2, 2019",Lindsay Ryan,John Moolenaar,R,MI-4,"Tiberias, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021489.pdf,132
8,"May 27, 2019 - June 2, 2019",David B. McKinley,David McKinley,R,WV-1,"Prague, Czech Republic",Aspen Institute; Carnegie Corportation of New York; Henry Luce Foundation; Democracy Fund; Rockefell,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021735.pdf,132
9,"May 24, 2019 - June 2, 2019",David Kennett,Ken Calvert,R,CA-42,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021490.pdf,132
10,"May 25, 2019 - June 2, 2019",David Kennett,Ken Calvert,R,CA-42,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021736.pdf,132
11,"May 24, 2019 - June 2, 2019",David Kennett,Ken Calvert,R,CA-42,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021490.pdf,132
12,"May 25, 2019 - June 2, 2019",David Kennett,Ken Calvert,R,CA-42,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021736.pdf,132
