,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
32,"June 5, 2019 - June 7, 2019",Ashley Antoskiewicz,Darin M. LaHood,R,IL-18,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021416.pdf,127
33,"June 5, 2019 - June 7, 2019",Christopher Martin,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021649.pdf,127
34,"June 5, 2019 - June 7, 2019",Jeremy Adler,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021650.pdf,127
35,"June 5, 2019 - June 7, 2019",Katie Webster,Trey Hollingsworth,R,IN-9,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021418.pdf,127
36,"June 5, 2019 - June 7, 2019",Aleli Pardo,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021651.pdf,127
37,"June 5, 2019 - June 7, 2019",Elizabeth Daniels,Dan Newhouse,R,WA-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021419.pdf,127
38,"June 5, 2019 - June 7, 2019",Morgan Anderson,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021652.pdf,127
39,"June 5, 2019 - June 7, 2019",Sean O'Brien,Dan Newhouse,R,WA-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021420.pdf,127
40,"June 5, 2019 - June 7, 2019",Jason Gagnon,Ken Calvert,R,CA-42,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021653.pdf,127
41,"June 5, 2019 - June 7, 2019",Michelle Bowling,James Comer,R,KY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021421.pdf,127
42,"June 5, 2019 - June 7, 2019",Sean Satterthwaite,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021654.pdf,127
43,"June 5, 2019 - June 7, 2019",Geoffrey Hempelmann,Steve Womack,R,AR-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021422.pdf,127
44,"June 5, 2019 - June 7, 2019",Ashley Shelton,Rick Crawford,R,AR-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021655.pdf,127
45,"June 5, 2019 - June 7, 2019",Alexia Sikora,Steve Womack,R,AR-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021423.pdf,127
46,"June 5, 2019 - June 7, 2019",Justin Melvin,David Kustoff,R,TN-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021656.pdf,127
47,"June 5, 2019 - June 7, 2019",Kevin Baird,Morgan Griffith,R,VA-9,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021424.pdf,127
48,"June 5, 2019 - June 7, 2019",Kirby Miller,Trent Kelly,R,MS-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021657.pdf,127
49,"June 5, 2019 - June 7, 2019",Rachel Wagley,Ann Wagner,R,MO-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021425.pdf,127
0,"June 5, 2019 - June 7, 2019",Brittany Madni,Troy Balderson,R,OH-12,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021426.pdf,128
1,"June 5, 2019 - June 7, 2019",Erin Collins,Troy Balderson,R,OH-12,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021427.pdf,128
2,"June 5, 2019 - June 7, 2019",Molly Lowe,Mark Amodei,R,NV-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021428.pdf,128
3,"June 5, 2019 - June 7, 2019",Hillary Lassiter,Greg Pence,R,IN-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021429.pdf,128
4,"June 5, 2019 - June 7, 2019",Parker Williams,Doug LaMalfa,R,CA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021430.pdf,128
5,"June 5, 2019 - June 7, 2019",Ashley Phelps,Rodney Davis,R,IL-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021431.pdf,128
6,"June 5, 2019 - June 7, 2019",Luke Bunting,Kenny Marchant,R,TX-24,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021432.pdf,128
7,"June 5, 2019 - June 7, 2019",James Ballard,Rodney Davis,R,IL-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021433.pdf,128
8,"June 5, 2019 - June 7, 2019",Elizabeth Hance,Gary Palmer,R,AL-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021434.pdf,128
9,"June 5, 2019 - June 7, 2019",John Drzewicki,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021435.pdf,128
10,"June 5, 2019 - June 7, 2019",Jenna Lifhits,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021436.pdf,128
11,"June 5, 2019 - June 7, 2019",Matthew Atwood,Scott Tipton,R,CO-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021667.pdf,128
12,"June 5, 2019 - June 7, 2019",Paul Guaglianone,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021437.pdf,128
13,"June 5, 2019 - June 7, 2019",Corey Schrodt,Francis Rooney,R,FL-19,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021668.pdf,128
14,"June 5, 2019 - June 7, 2019",Michael Sullivan,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021438.pdf,128
15,"June 6, 2019 - June 7, 2019",Matthew Henderson,Warren Davidson,R,OH-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021669.pdf,128
16,"June 5, 2019 - June 7, 2019",Ryan Hofmann,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021439.pdf,128
17,"June 5, 2019 - June 7, 2019",Allison Nielsen,Michael Waltz,R,FL-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021670.pdf,128
18,"June 5, 2019 - June 7, 2019",David Goldfarb,Bryan Steil,R,WI-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021440.pdf,128
19,"June 5, 2019 - June 7, 2019",Bradley Jaye,Bradley Byrne,R,AL-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021671.pdf,128
20,"June 5, 2019 - June 7, 2019",Landon Zinda,Tom Emmer,R,MN-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021441.pdf,128
21,"June 5, 2019 - June 7, 2019",Suzanne Youngblood,Sam Graves,R,MO-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021672.pdf,128
22,"June 5, 2019 - June 7, 2019",Sarah Corley,Tom Cole,R,OK-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021442.pdf,128
23,"June 5, 2019 - June 7, 2019",Allen Lonsberry,Rob Bishop,R,UT-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021673.pdf,128
24,"June 5, 2019 - June 7, 2019",Angeline Riesterer,Jaime Herrera Beutler,R,WA-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021443.pdf,128
25,"June 5, 2019 - June 7, 2019",Joshua Goodwin,William Timmons,R,SC-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021674.pdf,128
26,"June 5, 2019 - June 7, 2019",Thomas Rice,Michael McCaul,R,TX-10,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021444.pdf,128
27,"June 5, 2019 - June 7, 2019",Zackariah Brown,Don Young,R,AK-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021675.pdf,128
28,"June 5, 2019 - June 7, 2019",Whitley Alexander,Phil Roe,R,TN-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021445.pdf,128
29,"June 5, 2019 - June 7, 2019",Robert Damschen,Kevin Brady,R,TX-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021676.pdf,128
30,"June 5, 2019 - June 7, 2019",Ian Fury,Jim Jordan,R,OH-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021446.pdf,128
31,"June 5, 2019 - June 7, 2019",Mark Dawson,Robert B. Aderholt,R,AL-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021677.pdf,128
32,"June 5, 2019 - June 7, 2019",Jonathan Lowe,Steven J. Chabot,R,OH-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021447.pdf,128
33,"June 5, 2019 - June 7, 2019",Heather Douglass,James Baird,R,IN-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021678.pdf,128
34,"June 5, 2019 - June 7, 2019",Arthur Bryant,Ann Wagner,R,MO-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021448.pdf,128
35,"June 5, 2019 - June 7, 2019",Savannah Frasier,Michael Cloud,R,TX-27,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021679.pdf,128
36,"June 5, 2019 - June 7, 2019",Ann Tumolo,Brad Wenstrup,R,OH-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021449.pdf,128
37,"June 5, 2019 - June 7, 2019",Christopher Berardi,Francis Rooney,R,FL-19,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021680.pdf,128
38,"June 5, 2019 - June 7, 2019",Gregory Brooks,Brad Wenstrup,R,OH-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021450.pdf,128
39,"June 5, 2019 - June 7, 2019",Andrew Robreno,Lloyd Smucker,R,PA-11,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021681.pdf,128
40,"June 5, 2019 - June 7, 2019",Jazmine Kemp,Dusty Johnson,R,SD-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021451.pdf,128
41,"June 5, 2019 - June 7, 2019",Elizabeth Payne,Scott Tipton,R,CO-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021682.pdf,128
42,"June 5, 2019 - June 7, 2019",Michael Horder,K. Michael Conaway,R,TX-11,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021452.pdf,128
43,"June 5, 2019 - June 7, 2019",Brittany Martinez,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021683.pdf,128
44,"June 5, 2019 - June 7, 2019",Emily Hytha,K. Michael Conaway,R,TX-11,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021453.pdf,128
45,"June 5, 2019 - June 7, 2019",Charles Castagna,Dave Joyce,R,OH-14,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021684.pdf,128
46,"June 5, 2019 - June 7, 2019",Morgan Rako,Michael R. Turner,R,OH-10,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021454.pdf,128
47,"June 5, 2019 - June 7, 2019",Julian Relfe,Bradley Byrne,R,AL-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021685.pdf,128
48,"June 5, 2019 - June 7, 2019",Colin Carr,Barry Loudermilk,R,GA-11,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021455.pdf,128
49,"June 5, 2019 - June 7, 2019",Scott Hughes,Liz Cheney,R,WY-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021686.pdf,128
0,"June 5, 2019 - June 7, 2019",Eli Woerpel,Denver Riggleman,R,VA-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021456.pdf,129
1,"June 5, 2019 - June 7, 2019",Patrick Rooney,Daniel Meuser,R,PA-9,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021687.pdf,129
2,"June 5, 2019 - June 7, 2019",Maximillian Engling,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021457.pdf,129
3,"June 5, 2019 - June 7, 2019",Lauren Billman,Carol Miller,R,WV-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021688.pdf,129
4,"June 5, 2019 - June 7, 2019",Christopher Bien,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021458.pdf,129
5,"June 5, 2019 - June 7, 2019",Patricia Hittle,Markwayne Mullin,R,OK-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021689.pdf,129
6,"June 5, 2019 - June 7, 2019",Christine Lee,Vicky Hartzler,R,MO-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021459.pdf,129
7,"June 5, 2019 - June 7, 2019",Rachel Ledbetter,Austin Scott,R,GA-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021690.pdf,129
8,"June 5, 2019 - June 7, 2019",Jessica Andrews,Doug Collins,R,GA-9,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021460.pdf,129
9,"June 5, 2019 - June 7, 2019",John Thompson,Van Taylor,R,TX-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021691.pdf,129
10,"June 5, 2019 - June 7, 2019",Jakob Johnson,Harold Rogers,R,KY-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021461.pdf,129
11,"June 5, 2019 - June 7, 2019",Alison Slagell,Frank D. Lucas,R,OK-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021692.pdf,129
12,"June 5, 2019 - June 7, 2019",Kelsey Wolfgram,Clay Higgins,R,LA-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021462.pdf,129
13,"June 5, 2019 - June 7, 2019",Jeffrey Naft,Rob Woodall,R,GA-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021693.pdf,129
14,"June 5, 2019 - June 7, 2019",Daniel Tidwell,Chuck Fleischmann,R,TN-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021463.pdf,129
15,"June 5, 2019 - June 7, 2019",Thomas Moran,Carol Miller,R,WV-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021694.pdf,129
16,"June 5, 2019 - June 7, 2019",Oren Adaki,Joe Wilson,R,SC-2,"Hot Springs, VA",Congressional Instutitute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021464.pdf,129
17,"June 5, 2019 - June 7, 2019",Anthony Cruz,Vern Buchanan,R,FL-16,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021695.pdf,129
18,"June 5, 2019 - June 7, 2019",Tim Sullivan,Rodney Davis,R,IL-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021696.pdf,129
19,"June 5, 2019 - June 7, 2019",Matthew Tucker,John Joyce,R,PA-13,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021697.pdf,129
20,"June 5, 2019 - June 7, 2019",Anna Swick,Vicky Hartzler,R,MO-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021698.pdf,129
21,"June 5, 2019 - June 7, 2019",Palmer Rafferty,Bill Huizenga,R,MI-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021699.pdf,129
22,"June 5, 2019 - June 7, 2019",Carlton Norwood,Rick Allen,R,GA-12,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021700.pdf,129
23,"June 5, 2019 - June 7, 2019",Joel Hannahs,"Radewagen, Aumua Amata Coleman",,AQ,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021701.pdf,129
24,"June 5, 2019 - June 7, 2019",Rebecca Card,Susan Brooks,R,IN-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021702.pdf,129
25,"June 5, 2019 - June 7, 2019",William Christian,Randy Weber,R,TX-14,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021703.pdf,129
26,"June 5, 2019 - June 7, 2019",Eric Arndt,Chris Collins,R,NY-27,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021704.pdf,129
27,"June 5, 2019 - June 7, 2019",Jennifer Brown,Chris Collins,R,NY-27,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021705.pdf,129
28,"June 5, 2019 - June 7, 2019",David Allen,Martha Roby,R,AL-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021706.pdf,129
29,"June 5, 2019 - June 7, 2019",Ally Riding,John Curtis,R,UT-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021707.pdf,129
30,"June 5, 2019 - June 7, 2019",Natalie Joyce,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021708.pdf,129
31,"June 5, 2019 - June 7, 2019",Abby Rime,Tom Emmer,R,MN-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021709.pdf,129
32,"June 5, 2019 - June 7, 2019",Christopher Grawien,Glenn Grothman,R,WI-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021710.pdf,129
33,"June 5, 2019 - June 7, 2019",Dominique Spadavecchia,Jodey Arrington,R,TX-19,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021711.pdf,129
34,"June 5, 2019 - June 7, 2019",Joanna Brown,Tim Walberg,R,MI-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021712.pdf,129
35,"June 5, 2019 - June 7, 2019",Gregory Steele,Ron Estes,R,KS-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021713.pdf,129
36,"June 5, 2019 - June 7, 2019",Samantha Gonzalez,Phil Roe,R,TN-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021714.pdf,129
37,"June 5, 2019 - June 7, 2019",Timothy Svoboda,Glenn Grothman,R,WI-6,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021715.pdf,129
38,"June 5, 2019 - June 7, 2019",Steve Koncar,Tom McClintock,R,CA-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021716.pdf,129
39,"June 5, 2019 - June 7, 2019",Katie Hunter,Rick Allen,R,GA-12,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021717.pdf,129
40,"June 5, 2019 - June 7, 2019",Sophie Trainor,Brett Guthrie,R,KY-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021718.pdf,129
41,"June 5, 2019 - June 7, 2019",Steven Smith,French Hill,R,AR-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021719.pdf,129
42,"June 5, 2019 - June 7, 2019",Nicholas O'Boyle,Ron Estes,R,KS-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021720.pdf,129
43,"June 5, 2019 - June 7, 2019",Ben Napier,Steve Scalise,R,LA-1,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021732.pdf,129
44,"June 5, 2019 - June 7, 2019",Alexandra Humes,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021733.pdf,129
45,"June 5, 2019 - June 7, 2019",Nadgey Louis-Charles,Jody Hice,R,GA-10,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021739.pdf,129
46,"June 5, 2019 - June 7, 2019",Elise Tollefson,Tom Reed,R,NY-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021740.pdf,129
47,"June 5, 2019 - June 7, 2019",Sarah Killeen,Larry Bucshon,R,IN-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021745.pdf,129
48,"June 5, 2019 - June 7, 2019",AnnMarie Graham,Steve Stivers,R,OH-15,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021747.pdf,129
49,"June 5, 2019 - June 7, 2019",Nick Bush,Steve Stivers,R,OH-15,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021748.pdf,129
0,"June 5, 2019 - June 7, 2019",Lauren Aronson,Steve Womack,R,AR-3,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021749.pdf,130
1,"June 5, 2019 - June 7, 2019",Ian Foley,Devin Nunes,R,CA-22,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021756.pdf,130
2,"June 5, 2019 - June 7, 2019",Preston Bell,Richard Hudson,R,NC-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022220.pdf,130
3,"June 5, 2019 - June 7, 2019",Barry Smith,Brian Mast,R,FL-18,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021757.pdf,130
4,"June 5, 2019 - June 7, 2019",Jason Cooke,David Rouzer,R,NC-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021760.pdf,130
5,"June 5, 2019 - June 7, 2019",John Elizandro,David Rouzer,R,NC-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021761.pdf,130
6,"June 5, 2019 - June 7, 2019",Mitchell Hailstone,Mark Green,R,TN-7,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021762.pdf,130
7,"June 5, 2019 - June 7, 2019",Justin Discigil,Greg Walden,R,OR-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021763.pdf,130
8,"June 5, 2019 - June 7, 2019",Scott Mackenzie,Daniel Webster,R,FL-11,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021764.pdf,130
9,"June 5, 2019 - June 7, 2019",Sara Werner,Virginia Foxx,R,NC-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021772.pdf,130
10,"June 5, 2019 - June 7, 2019",Preston Hill,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021529.pdf,130
11,"June 5, 2019 - June 7, 2019",Marshall Yates,Mo Brooks,R,AL-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021530.pdf,130
12,"June 5, 2019 - June 7, 2019",Rebekah Hoshiko,Bruce Westerman,R,AR-4,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021531.pdf,130
13,"June 5, 2019 - June 7, 2019",Kyle Lombardi,Kevin McCarthy,R,CA-23,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021532.pdf,130
14,"June 5, 2019 - June 7, 2019",James Thomas,Doug Lamborn,R,CO-5,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021533.pdf,130
15,"June 5, 2019 - June 7, 2019",Katharine Kelly,David Kustoff,R,TN-8,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021534.pdf,130
16,"June 5, 2019 - June 7, 2019",Edward Dacey,Alex Mooney,R,WV-2,"Hot Springs, VA",Congressional Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021535.pdf,130
